"features" "activities" "subjects" "mean"
"FourierTransformedBodyAccJerk-std-Y" "WALKING_UPSTAIRS" 10 -0.999618917
"FourierTransformedBodyAccJerk-std-Y" "WALKING_DOWNSTAIRS" 10 -0.917898891111111
"FourierTransformedBodyAccJerk-std-Y" "WALKING_DOWNSTAIRS" 12 -0.938575159623656
"FourierTransformedBodyAccJerk-std-Y" "SITTING" 12 -0.959515593656716
"FourierTransformedBodyAccJerk-std-Y" "SITTING" 13 -0.898271367981651
"FourierTransformedBodyAccJerk-std-Y" "SITTING" 18 -0.999799439
"FourierTransformedBodyAccJerk-std-Y" "STANDING" 18 -0.969106743532934
"FourierTransformedBodyAccJerk-std-Y" "STANDING" 20 -0.937511284242424
"FourierTransformedBodyAccJerk-std-Y" "LAYING" 20 -0.931988274679487
"FourierTransformedBodyAccJerk-std-Y" "LAYING" 24 -0.917077302388451
"FourierTransformedBodyAccJerk-std-Z" "WALKING" 2 -0.968773900198676
"FourierTransformedBodyAccJerk-std-Z" "WALKING" 4 -0.985764435
"FourierTransformedBodyAccJerk-std-Z" "WALKING_UPSTAIRS" 4 -0.978407017642276
"FourierTransformedBodyAccJerk-std-Z" "WALKING_UPSTAIRS" 9 -0.970985396979167
"FourierTransformedBodyAccJerk-std-Z" "WALKING_UPSTAIRS" 10 -0.999677706833333
"FourierTransformedBodyAccJerk-std-Z" "WALKING_DOWNSTAIRS" 10 -0.926433722051282
"FourierTransformedBodyAccJerk-std-Z" "WALKING_DOWNSTAIRS" 12 -0.964629662741936
"FourierTransformedBodyAccJerk-std-Z" "SITTING" 12 -0.972724519104478
"FourierTransformedBodyAccJerk-std-Z" "SITTING" 13 -0.959753082324159
"FourierTransformedBodyAccJerk-std-Z" "SITTING" 18 -0.999799487
"FourierTransformedBodyAccJerk-std-Z" "STANDING" 18 -0.984545216437126
"FourierTransformedBodyAccJerk-std-Z" "STANDING" 20 -0.971186217070707
"FourierTransformedBodyAccJerk-std-Z" "LAYING" 20 -0.971678114102564
"FourierTransformedBodyAccJerk-std-Z" "LAYING" 24 -0.964045018635171
"FourierTransformedBodyAccJerk-meanFreq-X" "WALKING" 2 -0.785353753377483
"FourierTransformedBodyAccJerk-meanFreq-X" "WALKING" 4 -0.845217100051546
"FourierTransformedBodyAccJerk-meanFreq-X" "WALKING_UPSTAIRS" 4 -0.758486493577236
"FourierTransformedBodyAccJerk-meanFreq-X" "WALKING_UPSTAIRS" 9 -0.752158533715278
"FourierTransformedBodyAccJerk-meanFreq-X" "WALKING_UPSTAIRS" 10 -0.983552090833333
"FourierTransformedBodyAccJerk-meanFreq-X" "WALKING_DOWNSTAIRS" 10 -0.493432214387179
"FourierTransformedBodyAccJerk-meanFreq-X" "WALKING_DOWNSTAIRS" 12 -0.841778345053763
"FourierTransformedBodyAccJerk-meanFreq-X" "SITTING" 12 -0.700191098283582
"FourierTransformedBodyAccJerk-meanFreq-X" "SITTING" 13 -0.73409825833945
"FourierTransformedBodyAccJerk-meanFreq-X" "SITTING" 18 -0.978541736666667
"FourierTransformedBodyAccJerk-meanFreq-X" "STANDING" 18 -0.771292344071856
"FourierTransformedBodyAccJerk-meanFreq-X" "STANDING" 20 -0.752479755454545
"FourierTransformedBodyAccJerk-meanFreq-X" "LAYING" 20 -0.555676052371154
"FourierTransformedBodyAccJerk-meanFreq-X" "LAYING" 24 -0.848862825538058
"FourierTransformedBodyAccJerk-meanFreq-Y" "WALKING" 2 -0.748819905116225
"FourierTransformedBodyAccJerk-meanFreq-Y" "WALKING" 4 -0.83801466628866
"FourierTransformedBodyAccJerk-meanFreq-Y" "WALKING_UPSTAIRS" 4 -0.815686294390244
"FourierTransformedBodyAccJerk-meanFreq-Y" "WALKING_UPSTAIRS" 9 -0.692390729680556
"FourierTransformedBodyAccJerk-meanFreq-Y" "WALKING_UPSTAIRS" 10 -0.967114271333333
"FourierTransformedBodyAccJerk-meanFreq-Y" "WALKING_DOWNSTAIRS" 10 -0.692526390611111
"FourierTransformedBodyAccJerk-meanFreq-Y" "WALKING_DOWNSTAIRS" 12 -0.734381593494624
"FourierTransformedBodyAccJerk-meanFreq-Y" "SITTING" 12 -0.826379005671642
"FourierTransformedBodyAccJerk-meanFreq-Y" "SITTING" 13 -0.762535920978593
"FourierTransformedBodyAccJerk-meanFreq-Y" "SITTING" 18 -0.973829517
"FourierTransformedBodyAccJerk-meanFreq-Y" "STANDING" 18 -0.806101969041916
"FourierTransformedBodyAccJerk-meanFreq-Y" "STANDING" 20 -0.713913934829798
"FourierTransformedBodyAccJerk-meanFreq-Y" "LAYING" 20 -0.632908726103846
"FourierTransformedBodyAccJerk-meanFreq-Y" "LAYING" 24 -0.799270351154856
"FourierTransformedBodyAccJerk-meanFreq-Z" "WALKING" 2 -0.930775747251656
"FourierTransformedBodyAccJerk-meanFreq-Z" "WALKING" 4 -0.938126313917526
"FourierTransformedBodyAccJerk-meanFreq-Z" "WALKING_UPSTAIRS" 4 -0.906252880894309
"FourierTransformedBodyAccJerk-meanFreq-Z" "WALKING_UPSTAIRS" 9 -0.902582207774306
"FourierTransformedBodyAccJerk-meanFreq-Z" "WALKING_UPSTAIRS" 10 -0.9910664075
"FourierTransformedBodyAccJerk-meanFreq-Z" "WALKING_DOWNSTAIRS" 10 -0.902373559358974
"FourierTransformedBodyAccJerk-meanFreq-Z" "WALKING_DOWNSTAIRS" 12 -0.935789153870968
"FourierTransformedBodyAccJerk-meanFreq-Z" "SITTING" 12 -0.910720562014925
"FourierTransformedBodyAccJerk-meanFreq-Z" "SITTING" 13 -0.931737752171254
"FourierTransformedBodyAccJerk-meanFreq-Z" "SITTING" 18 -0.986680951
"FourierTransformedBodyAccJerk-meanFreq-Z" "STANDING" 18 -0.949737159640719
"FourierTransformedBodyAccJerk-meanFreq-Z" "STANDING" 20 -0.928336553383838
"FourierTransformedBodyAccJerk-meanFreq-Z" "LAYING" 20 -0.923232501666667
"FourierTransformedBodyAccJerk-meanFreq-Z" "LAYING" 24 -0.94587863364042
"FourierTransformedBodyGyro-mean-X" "WALKING" 2 -0.958084636556291
"FourierTransformedBodyGyro-mean-X" "WALKING" 4 -0.992102189690722
"FourierTransformedBodyGyro-mean-X" "WALKING_UPSTAIRS" 4 -0.990684055121951
"FourierTransformedBodyGyro-mean-X" "WALKING_UPSTAIRS" 9 -0.957943346076389
"FourierTransformedBodyGyro-mean-X" "WALKING_UPSTAIRS" 10 -0.999486984666667
"FourierTransformedBodyGyro-mean-X" "WALKING_DOWNSTAIRS" 10 -0.932997858461538
"FourierTransformedBodyGyro-mean-X" "WALKING_DOWNSTAIRS" 12 -0.970527336182796
"FourierTransformedBodyGyro-mean-X" "SITTING" 12 -0.966541475149254
"FourierTransformedBodyGyro-mean-X" "SITTING" 13 -0.940744015168196
"FourierTransformedBodyGyro-mean-X" "SITTING" 18 -0.999919199666667
"FourierTransformedBodyGyro-mean-X" "STANDING" 18 -0.987622713712575
"FourierTransformedBodyGyro-mean-X" "STANDING" 20 -0.94395328469697
"FourierTransformedBodyGyro-mean-X" "LAYING" 20 -0.935004642371795
"FourierTransformedBodyGyro-mean-X" "LAYING" 24 -0.97399984511811
"FourierTransformedBodyGyro-mean-Y" "WALKING" 2 -0.953150430629139
"FourierTransformedBodyGyro-mean-Y" "WALKING" 4 -0.990666523814433
"FourierTransformedBodyGyro-mean-Y" "WALKING_UPSTAIRS" 4 -0.988815184715447
"FourierTransformedBodyGyro-mean-Y" "WALKING_UPSTAIRS" 9 -0.959484592152778
"FourierTransformedBodyGyro-mean-Y" "WALKING_UPSTAIRS" 10 -0.9989388805
"FourierTransformedBodyGyro-mean-Y" "WALKING_DOWNSTAIRS" 10 -0.927779318803419
"FourierTransformedBodyGyro-mean-Y" "WALKING_DOWNSTAIRS" 12 -0.973141405591398
"FourierTransformedBodyGyro-mean-Y" "SITTING" 12 -0.963165252313433
"FourierTransformedBodyGyro-mean-Y" "SITTING" 13 -0.924899748929664
"FourierTransformedBodyGyro-mean-Y" "SITTING" 18 -0.999910853
"FourierTransformedBodyGyro-mean-Y" "STANDING" 18 -0.985329611437126
"FourierTransformedBodyGyro-mean-Y" "STANDING" 20 -0.936197101449495
"FourierTransformedBodyGyro-mean-Y" "LAYING" 20 -0.911591295320513
"FourierTransformedBodyGyro-mean-Y" "LAYING" 24 -0.97281396519685
"FourierTransformedBodyGyro-mean-Z" "WALKING" 2 -0.985276814039735
"FourierTransformedBodyGyro-mean-Z" "WALKING" 4 -0.993755223402062
"FourierTransformedBodyGyro-mean-Z" "WALKING_UPSTAIRS" 4 -0.990798575853659
"FourierTransformedBodyGyro-mean-Z" "WALKING_UPSTAIRS" 9 -0.979701235
"FourierTransformedBodyGyro-mean-Z" "WALKING_UPSTAIRS" 10 -0.9994669565
"FourierTransformedBodyGyro-mean-Z" "WALKING_DOWNSTAIRS" 10 -0.956307990982906
"FourierTransformedBodyGyro-mean-Z" "WALKING_DOWNSTAIRS" 12 -0.992313173763441
"FourierTransformedBodyGyro-mean-Z" "SITTING" 12 -0.984123294850746
"FourierTransformedBodyGyro-mean-Z" "SITTING" 13 -0.966639331070336
"FourierTransformedBodyGyro-mean-Z" "SITTING" 18 -0.999948765333333
"FourierTransformedBodyGyro-mean-Z" "STANDING" 18 -0.990725049131737
"FourierTransformedBodyGyro-mean-Z" "STANDING" 20 -0.960782397444444
"FourierTransformedBodyGyro-mean-Z" "LAYING" 20 -0.944974803038461
"FourierTransformedBodyGyro-mean-Z" "LAYING" 24 -0.988967046220472
"FourierTransformedBodyGyro-std-X" "WALKING" 2 -0.93707766513245
"FourierTransformedBodyGyro-std-X" "WALKING" 4 -0.969689792886598
"FourierTransformedBodyGyro-std-X" "WALKING_UPSTAIRS" 4 -0.94595117804878
"FourierTransformedBodyGyro-std-X" "WALKING_UPSTAIRS" 9 -0.9029122996875
"FourierTransformedBodyGyro-std-X" "WALKING_UPSTAIRS" 10 -0.998578887
"FourierTransformedBodyGyro-std-X" "WALKING_DOWNSTAIRS" 10 -0.767139580940171
"FourierTransformedBodyGyro-std-X" "WALKING_DOWNSTAIRS" 12 -0.954668283924731
"FourierTransformedBodyGyro-std-X" "SITTING" 12 -0.913097215298508
"FourierTransformedBodyGyro-std-X" "SITTING" 13 -0.895519671590214
"FourierTransformedBodyGyro-std-X" "SITTING" 18 -0.999499246
"FourierTransformedBodyGyro-std-X" "STANDING" 18 -0.939570815359281
"FourierTransformedBodyGyro-std-X" "STANDING" 20 -0.879224262575758
"FourierTransformedBodyGyro-std-X" "LAYING" 20 -0.733655152551282
"FourierTransformedBodyGyro-std-X" "LAYING" 24 -0.956265664146982
"FourierTransformedBodyGyro-std-Y" "WALKING" 2 -0.960684700695364
"FourierTransformedBodyGyro-std-Y" "WALKING" 4 -0.995406414484536
"FourierTransformedBodyGyro-std-Y" "WALKING_UPSTAIRS" 4 -0.994884603577236
"FourierTransformedBodyGyro-std-Y" "WALKING_UPSTAIRS" 9 -0.968892305486111
"FourierTransformedBodyGyro-std-Y" "WALKING_UPSTAIRS" 10 -0.999722699
"FourierTransformedBodyGyro-std-Y" "WALKING_DOWNSTAIRS" 10 -0.962166648119658
"FourierTransformedBodyGyro-std-Y" "WALKING_DOWNSTAIRS" 12 -0.977390723387097
"FourierTransformedBodyGyro-std-Y" "SITTING" 12 -0.96715991380597
"FourierTransformedBodyGyro-std-Y" "SITTING" 13 -0.919684201498471
"FourierTransformedBodyGyro-std-Y" "SITTING" 18 -0.999966719
"FourierTransformedBodyGyro-std-Y" "STANDING" 18 -0.988660739041916
"FourierTransformedBodyGyro-std-Y" "STANDING" 20 -0.915237927222222
"FourierTransformedBodyGyro-std-Y" "LAYING" 20 -0.903985954487179
"FourierTransformedBodyGyro-std-Y" "LAYING" 24 -0.960625402230971
"FourierTransformedBodyGyro-std-Z" "WALKING" 2 -0.970330491523179
"FourierTransformedBodyGyro-std-Z" "WALKING" 4 -0.994656147216495
"FourierTransformedBodyGyro-std-Z" "WALKING_UPSTAIRS" 4 -0.994306953333333
"FourierTransformedBodyGyro-std-Z" "WALKING_UPSTAIRS" 9 -0.974485002048611
"FourierTransformedBodyGyro-std-Z" "WALKING_UPSTAIRS" 10 -0.999752346833333
"FourierTransformedBodyGyro-std-Z" "WALKING_DOWNSTAIRS" 10 -0.950802767948718
"FourierTransformedBodyGyro-std-Z" "WALKING_DOWNSTAIRS" 12 -0.980404830268817
"FourierTransformedBodyGyro-std-Z" "SITTING" 12 -0.976654168283582
"FourierTransformedBodyGyro-std-Z" "SITTING" 13 -0.96354201733945
"FourierTransformedBodyGyro-std-Z" "SITTING" 18 -0.999953698333333
"FourierTransformedBodyGyro-std-Z" "STANDING" 18 -0.992348920119761
"FourierTransformedBodyGyro-std-Z" "STANDING" 20 -0.972085771767677
"FourierTransformedBodyGyro-std-Z" "LAYING" 20 -0.960026644551282
"FourierTransformedBodyGyro-std-Z" "LAYING" 24 -0.983317661286089
"FourierTransformedBodyGyro-meanFreq-X" "WALKING" 2 -0.567935952646358
"FourierTransformedBodyGyro-meanFreq-X" "WALKING" 4 -0.679327352670103
"FourierTransformedBodyGyro-meanFreq-X" "WALKING_UPSTAIRS" 4 -0.521990000695935
"FourierTransformedBodyGyro-meanFreq-X" "WALKING_UPSTAIRS" 9 -0.546123064347222
"FourierTransformedBodyGyro-meanFreq-X" "WALKING_UPSTAIRS" 10 -0.9503749845
"FourierTransformedBodyGyro-meanFreq-X" "WALKING_DOWNSTAIRS" 10 -0.460523580509402
"FourierTransformedBodyGyro-meanFreq-X" "WALKING_DOWNSTAIRS" 12 -0.633114762037634
"FourierTransformedBodyGyro-meanFreq-X" "SITTING" 12 -0.520931048654478
"FourierTransformedBodyGyro-meanFreq-X" "SITTING" 13 -0.601400641333945
"FourierTransformedBodyGyro-meanFreq-X" "SITTING" 18 -0.963829389333333
"FourierTransformedBodyGyro-meanFreq-X" "STANDING" 18 -0.657788673191617
"FourierTransformedBodyGyro-meanFreq-X" "STANDING" 20 -0.61961692785
"FourierTransformedBodyGyro-meanFreq-X" "LAYING" 20 -0.518984371025641
"FourierTransformedBodyGyro-meanFreq-X" "LAYING" 24 -0.646705541604987
"FourierTransformedBodyGyro-meanFreq-Y" "WALKING" 2 -0.754217135264901
"FourierTransformedBodyGyro-meanFreq-Y" "WALKING" 4 -0.791136021340206
"FourierTransformedBodyGyro-meanFreq-Y" "WALKING_UPSTAIRS" 4 -0.69409198796748
"FourierTransformedBodyGyro-meanFreq-Y" "WALKING_UPSTAIRS" 9 -0.741091957368056
"FourierTransformedBodyGyro-meanFreq-Y" "WALKING_UPSTAIRS" 10 -0.953701923666667
"FourierTransformedBodyGyro-meanFreq-Y" "WALKING_DOWNSTAIRS" 10 -0.684534464149573
"FourierTransformedBodyGyro-meanFreq-Y" "WALKING_DOWNSTAIRS" 12 -0.766669842768817
"FourierTransformedBodyGyro-meanFreq-Y" "SITTING" 12 -0.727663277313433
"FourierTransformedBodyGyro-meanFreq-Y" "SITTING" 13 -0.761924536880734
"FourierTransformedBodyGyro-meanFreq-Y" "SITTING" 18 -0.970973692
"FourierTransformedBodyGyro-meanFreq-Y" "STANDING" 18 -0.801221100628743
"FourierTransformedBodyGyro-meanFreq-Y" "STANDING" 20 -0.770844838050505
"FourierTransformedBodyGyro-meanFreq-Y" "LAYING" 20 -0.724964001198718
"FourierTransformedBodyGyro-meanFreq-Y" "LAYING" 24 -0.799247596299213
"FourierTransformedBodyGyro-meanFreq-Z" "WALKING" 2 -0.84374090225894
"FourierTransformedBodyGyro-meanFreq-Z" "WALKING" 4 -0.900983708608248
"FourierTransformedBodyGyro-meanFreq-Z" "WALKING_UPSTAIRS" 4 -0.86864180902439
"FourierTransformedBodyGyro-meanFreq-Z" "WALKING_UPSTAIRS" 9 -0.888814449895833
"FourierTransformedBodyGyro-meanFreq-Z" "WALKING_UPSTAIRS" 10 -0.95397335405
"FourierTransformedBodyGyro-meanFreq-Z" "WALKING_DOWNSTAIRS" 10 -0.831418012653846
"FourierTransformedBodyGyro-meanFreq-Z" "WALKING_DOWNSTAIRS" 12 -0.891047808387097
"FourierTransformedBodyGyro-meanFreq-Z" "SITTING" 12 -0.846088644104478
"FourierTransformedBodyGyro-meanFreq-Z" "SITTING" 13 -0.895869185443425
"FourierTransformedBodyGyro-meanFreq-Z" "SITTING" 18 -0.988355894
"FourierTransformedBodyGyro-meanFreq-Z" "STANDING" 18 -0.934000369161677
"FourierTransformedBodyGyro-meanFreq-Z" "STANDING" 20 -0.890425633545455
"FourierTransformedBodyGyro-meanFreq-Z" "LAYING" 20 -0.884607245064103
"FourierTransformedBodyGyro-meanFreq-Z" "LAYING" 24 -0.920296495538058
"FourierTransformedBodyAccMag-mean" "WALKING" 2 -0.908230840198676
"FourierTransformedBodyAccMag-mean" "WALKING" 4 -0.923089510257732
"FourierTransformedBodyAccMag-mean" "WALKING_UPSTAIRS" 4 -0.904245707235772
"FourierTransformedBodyAccMag-mean" "WALKING_UPSTAIRS" 9 -0.901014108090278
"FourierTransformedBodyAccMag-mean" "WALKING_UPSTAIRS" 10 -0.93915344
"FourierTransformedBodyAccMag-mean" "WALKING_DOWNSTAIRS" 10 -0.858635190478633
"FourierTransformedBodyAccMag-mean" "WALKING_DOWNSTAIRS" 12 -0.922171017365591
"FourierTransformedBodyAccMag-mean" "SITTING" 12 -0.917791990820896
"FourierTransformedBodyAccMag-mean" "SITTING" 13 -0.895733215688074
"FourierTransformedBodyAccMag-mean" "SITTING" 18 -0.943915344
"FourierTransformedBodyAccMag-mean" "STANDING" 18 -0.876817791952096
"FourierTransformedBodyAccMag-mean" "STANDING" 20 -0.93233926449495
"FourierTransformedBodyAccMag-mean" "LAYING" 20 -0.916361415294872
"FourierTransformedBodyAccMag-mean" "LAYING" 24 -0.90167895508399
"FourierTransformedBodyAccMag-std" "WALKING" 2 0.124612068599768
"FourierTransformedBodyAccMag-std" "WALKING" 4 0.144910348074227
"FourierTransformedBodyAccMag-std" "WALKING_UPSTAIRS" 4 0.181417870697967
"FourierTransformedBodyAccMag-std" "WALKING_UPSTAIRS" 9 0.0927763736788195
"FourierTransformedBodyAccMag-std" "WALKING_UPSTAIRS" 10 0.223002989278333
"FourierTransformedBodyAccMag-std" "WALKING_DOWNSTAIRS" 10 0.135779552295726
"FourierTransformedBodyAccMag-std" "WALKING_DOWNSTAIRS" 12 0.110370491252097
"FourierTransformedBodyAccMag-std" "SITTING" 12 0.0153660009272388
"FourierTransformedBodyAccMag-std" "SITTING" 13 0.157417463421743
"FourierTransformedBodyAccMag-std" "SITTING" 18 -0.00802004774666666
"FourierTransformedBodyAccMag-std" "STANDING" 18 0.211307971857575
"FourierTransformedBodyAccMag-std" "STANDING" 20 0.0154760719333333
"FourierTransformedBodyAccMag-std" "LAYING" 20 0.0947926593894872
"FourierTransformedBodyAccMag-std" "LAYING" 24 0.161739608926982
"FourierTransformedBodyAccMag-meanFreq" "WALKING" 2 0.17228684113245
"FourierTransformedBodyAccMag-meanFreq" "WALKING" 4 0.00844827569072165
"FourierTransformedBodyAccMag-meanFreq" "WALKING_UPSTAIRS" 4 -0.0967313490650407
"FourierTransformedBodyAccMag-meanFreq" "WALKING_UPSTAIRS" 9 0.116895184124306
"FourierTransformedBodyAccMag-meanFreq" "WALKING_UPSTAIRS" 10 -0.1670146974
"FourierTransformedBodyAccMag-meanFreq" "WALKING_DOWNSTAIRS" 10 0.219369314832479
"FourierTransformedBodyAccMag-meanFreq" "WALKING_DOWNSTAIRS" 12 0.0969302270215054
"FourierTransformedBodyAccMag-meanFreq" "SITTING" 12 -0.0665865082097015
"FourierTransformedBodyAccMag-meanFreq" "SITTING" 13 0.0916820400948012
"FourierTransformedBodyAccMag-meanFreq" "SITTING" 18 0.206622425
"FourierTransformedBodyAccMag-meanFreq" "STANDING" 18 0.0642757692430239
"FourierTransformedBodyAccMag-meanFreq" "STANDING" 20 0.117997853806566
"FourierTransformedBodyAccMag-meanFreq" "LAYING" 20 0.0400896900897436
"FourierTransformedBodyAccMag-meanFreq" "LAYING" 24 0.0198668428905512
"FourierTransformedBodyBodyAccJerkMag-mean" "WALKING" 2 -0.651005101721854
"FourierTransformedBodyBodyAccJerkMag-mean" "WALKING" 4 -0.72253617943299
"FourierTransformedBodyBodyAccJerkMag-mean" "WALKING_UPSTAIRS" 4 -0.565418021788618
"FourierTransformedBodyBodyAccJerkMag-mean" "WALKING_UPSTAIRS" 9 -0.953003848194444
"FourierTransformedBodyBodyAccJerkMag-mean" "WALKING_UPSTAIRS" 10 -0.441918171333333
"FourierTransformedBodyBodyAccJerkMag-mean" "WALKING_DOWNSTAIRS" 10 -0.686620711965812
"FourierTransformedBodyBodyAccJerkMag-mean" "WALKING_DOWNSTAIRS" 12 -0.834307103655914
"FourierTransformedBodyBodyAccJerkMag-mean" "SITTING" 12 -0.483042845597015
"FourierTransformedBodyBodyAccJerkMag-mean" "SITTING" 13 -0.710095445657492
"FourierTransformedBodyBodyAccJerkMag-mean" "SITTING" 18 -0.947630256
"FourierTransformedBodyBodyAccJerkMag-mean" "STANDING" 18 -0.693126212694611
"FourierTransformedBodyBodyAccJerkMag-mean" "STANDING" 20 -0.659567899242424
"FourierTransformedBodyBodyAccJerkMag-mean" "LAYING" 20 -0.419412842628205
"FourierTransformedBodyBodyAccJerkMag-mean" "LAYING" 24 -0.747064674034121
"FourierTransformedBodyBodyAccJerkMag-std" "WALKING" 2 -0.798176141781457
"FourierTransformedBodyBodyAccJerkMag-std" "WALKING" 4 -0.899628474639175
"FourierTransformedBodyBodyAccJerkMag-std" "WALKING_UPSTAIRS" 4 -0.970690616097561
"FourierTransformedBodyBodyAccJerkMag-std" "WALKING_UPSTAIRS" 9 -0.615731763055556
"FourierTransformedBodyBodyAccJerkMag-std" "WALKING_UPSTAIRS" 10 -0.9272454475
"FourierTransformedBodyBodyAccJerkMag-std" "WALKING_DOWNSTAIRS" 10 -0.822600435598291
"FourierTransformedBodyBodyAccJerkMag-std" "WALKING_DOWNSTAIRS" 12 -0.790503420537634
"FourierTransformedBodyBodyAccJerkMag-std" "SITTING" 12 -0.983675288656716
"FourierTransformedBodyBodyAccJerkMag-std" "SITTING" 13 -0.772637564220183
"FourierTransformedBodyBodyAccJerkMag-std" "SITTING" 18 -0.988994674666667
"FourierTransformedBodyBodyAccJerkMag-std" "STANDING" 18 -0.779852514520958
"FourierTransformedBodyBodyAccJerkMag-std" "STANDING" 20 -0.820947451818182
"FourierTransformedBodyBodyAccJerkMag-std" "LAYING" 20 -0.927460202948718
"FourierTransformedBodyBodyAccJerkMag-std" "LAYING" 24 -0.78751630124147
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "WALKING" 2 0.515337384543046
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "WALKING" 4 0.458118421819588
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "WALKING_UPSTAIRS" 4 0.582009200325203
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "WALKING_UPSTAIRS" 9 0.557192314732639
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "WALKING_UPSTAIRS" 10 0.412871393583333
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "WALKING_DOWNSTAIRS" 10 0.515056317799145
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "WALKING_DOWNSTAIRS" 12 0.490221415937634
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "SITTING" 12 0.482095211350746
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "SITTING" 13 0.519306453520795
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "SITTING" 18 0.484875301
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "STANDING" 18 0.508943991724551
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "STANDING" 20 0.532925918630808
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "LAYING" 20 0.567081629538462
"FourierTransformedBodyBodyAccJerkMag-meanFreq" "LAYING" 24 0.520356899081365
"FourierTransformedBodyBodyGyroMag-mean" "WALKING" 2 -0.639919016384106
"FourierTransformedBodyBodyGyroMag-mean" "WALKING" 4 -0.711263696370619
"FourierTransformedBodyBodyGyroMag-mean" "WALKING_UPSTAIRS" 4 -0.515643779058537
"FourierTransformedBodyBodyGyroMag-mean" "WALKING_UPSTAIRS" 9 -0.585175212755556
"FourierTransformedBodyBodyGyroMag-mean" "WALKING_UPSTAIRS" 10 -0.9803059565
"FourierTransformedBodyBodyGyroMag-mean" "WALKING_DOWNSTAIRS" 10 -0.462209148696581
"FourierTransformedBodyBodyGyroMag-mean" "WALKING_DOWNSTAIRS" 12 -0.664722984650538
"FourierTransformedBodyBodyGyroMag-mean" "SITTING" 12 -0.542086023576119
"FourierTransformedBodyBodyGyroMag-mean" "SITTING" 13 -0.649847857647401
"FourierTransformedBodyBodyGyroMag-mean" "SITTING" 18 -0.993274713333333
"FourierTransformedBodyBodyGyroMag-mean" "STANDING" 18 -0.696610752724551
"FourierTransformedBodyBodyGyroMag-mean" "STANDING" 20 -0.670973138215151
"FourierTransformedBodyBodyGyroMag-mean" "LAYING" 20 -0.577688003894231
"FourierTransformedBodyBodyGyroMag-mean" "LAYING" 24 -0.696740172598425
"FourierTransformedBodyBodyGyroMag-std" "WALKING" 2 -0.279347467354967
"FourierTransformedBodyBodyGyroMag-std" "WALKING" 4 -0.342234536111856
"FourierTransformedBodyBodyGyroMag-std" "WALKING_UPSTAIRS" 4 -0.22411433155935
"FourierTransformedBodyBodyGyroMag-std" "WALKING_UPSTAIRS" 9 -0.458109724228125
"FourierTransformedBodyBodyGyroMag-std" "WALKING_UPSTAIRS" 10 -0.3374748099
"FourierTransformedBodyBodyGyroMag-std" "WALKING_DOWNSTAIRS" 10 -0.244890659765812
"FourierTransformedBodyBodyGyroMag-std" "WALKING_DOWNSTAIRS" 12 -0.349494040989247
"FourierTransformedBodyBodyGyroMag-std" "SITTING" 12 -0.187785343014925
"FourierTransformedBodyBodyGyroMag-std" "SITTING" 13 -0.352016177684098
"FourierTransformedBodyBodyGyroMag-std" "SITTING" 18 -0.5357821324
"FourierTransformedBodyBodyGyroMag-std" "STANDING" 18 -0.341104492554371
"FourierTransformedBodyBodyGyroMag-std" "STANDING" 20 -0.431921697963131
"FourierTransformedBodyBodyGyroMag-std" "LAYING" 20 -0.331039041185897
"FourierTransformedBodyBodyGyroMag-std" "LAYING" 24 -0.366971866758819
"FourierTransformedBodyBodyGyroMag-meanFreq" "WALKING" 2 -0.0741719943708609
"FourierTransformedBodyBodyGyroMag-meanFreq" "WALKING" 4 -0.49831705736701
"FourierTransformedBodyBodyGyroMag-meanFreq" "WALKING_UPSTAIRS" 4 -0.295081052577236
"FourierTransformedBodyBodyGyroMag-meanFreq" "WALKING_UPSTAIRS" 9 0.00242441847986112
"FourierTransformedBodyBodyGyroMag-meanFreq" "WALKING_UPSTAIRS" 10 -0.188858572743333
"FourierTransformedBodyBodyGyroMag-meanFreq" "WALKING_DOWNSTAIRS" 10 -0.238621572931197
"FourierTransformedBodyBodyGyroMag-meanFreq" "WALKING_DOWNSTAIRS" 12 -0.0560742102725806
"FourierTransformedBodyBodyGyroMag-meanFreq" "SITTING" 12 -0.131900805723881
"FourierTransformedBodyBodyGyroMag-meanFreq" "SITTING" 13 0.0295513288874618
"FourierTransformedBodyBodyGyroMag-meanFreq" "SITTING" 18 -0.327739866333333
"FourierTransformedBodyBodyGyroMag-meanFreq" "STANDING" 18 -0.0239147102919162
"FourierTransformedBodyBodyGyroMag-meanFreq" "STANDING" 20 -0.122397086939394
"FourierTransformedBodyBodyGyroMag-meanFreq" "LAYING" 20 0.0475302367564103
"FourierTransformedBodyBodyGyroMag-meanFreq" "LAYING" 24 -0.174122236265092
